$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl
7 variables, 7 constraints (0 equality, 7 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl -> no fixed bounds -> equality constrained -> bounds relaxed
14 variables, 7 constraints (7 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         1.00e+01  OPT   -         -9.899e+01 2.42e+01  3.00e+00  7.00e+01  initial point 
 1      1      -         1.00e-01  -         1.00e+01  OPT   3.07e+00  -9.155e+01 7.31e-01  4.30e+01  2.65e-11  ✔ (h-type)    
 1604   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.135e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1605   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.136e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1606   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.138e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1607   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.139e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1608   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.141e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1609   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.142e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1610   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.144e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1611   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.145e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1612   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.147e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1613   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.148e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1614   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.150e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1615   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.152e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1616   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.153e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1617   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.155e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1618   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.156e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1619   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.158e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1620   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.159e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1621   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.161e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1622   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.162e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1623   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.164e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1624   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.165e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1625   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.167e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1626   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.168e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1627   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.170e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1628   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.171e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1629   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.173e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1630   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.174e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1631   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.176e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1632   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.177e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1633   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.179e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1634   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.181e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1635   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.182e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1636   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.184e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1637   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.185e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1638   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.187e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1639   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.188e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1640   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.190e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1641   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.191e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1642   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.193e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1643   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.194e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1644   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.196e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1645   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.198e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1646   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.199e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1647   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.201e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1648   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.202e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1649   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.204e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1650   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.205e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1651   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.207e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1652   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.208e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1653   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.210e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1654   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.211e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1655   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.213e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1656   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.215e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1657   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.216e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1658   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.218e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1659   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.219e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1660   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.221e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1661   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.222e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1662   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.224e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1663   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.226e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1664   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.227e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1665   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.229e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1666   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.230e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1667   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.232e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1668   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.233e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1669   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.235e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1670   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.237e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1671   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.238e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1672   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.240e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1673   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.241e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1674   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.243e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1675   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.244e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1676   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.246e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1677   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.248e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1678   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.249e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1679   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.251e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1680   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.252e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1681   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.254e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1682   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.255e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1683   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.257e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1684   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.259e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1685   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.260e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1686   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.262e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1687   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.263e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1688   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.265e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1689   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.267e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1690   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.268e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1691   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.270e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1692   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.271e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1693   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.273e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1694   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.275e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1695   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.276e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1696   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.278e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1697   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.279e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1698   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.281e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1699   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.283e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1700   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.284e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1701   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.286e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1702   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.287e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1703   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.289e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1704   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.291e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1705   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.292e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1706   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.294e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1707   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.295e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1708   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.297e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1709   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.299e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1710   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.300e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1711   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.302e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1712   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.303e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1713   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.305e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1714   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.307e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1715   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.308e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1716   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.310e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1717   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.312e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1718   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.313e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1719   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.315e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1720   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.316e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1721   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.318e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1722   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.320e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1723   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.321e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1724   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.323e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1725   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.325e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1726   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.326e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1727   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.328e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1728   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.329e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1729   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.331e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1730   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.333e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1731   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.334e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1732   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.336e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1733   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.338e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1734   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.339e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1735   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.341e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1736   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.342e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1737   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.344e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1738   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.346e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1739   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.347e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1740   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.349e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1741   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.351e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1742   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.352e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1743   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.354e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1744   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.356e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1745   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.357e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1746   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.359e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1747   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.361e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1748   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.362e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1749   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.364e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1750   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.366e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1751   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.367e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1752   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.369e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1753   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.370e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1754   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.372e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1755   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.374e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1756   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.375e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1757   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.377e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1758   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.379e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1759   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.380e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1760   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.382e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1761   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.384e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1762   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.385e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1763   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.387e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1764   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.389e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1765   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.390e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1766   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.392e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1767   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.394e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1768   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.395e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1769   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.397e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1770   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.399e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1771   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.400e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1772   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.402e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1773   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.404e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1774   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.405e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1775   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.407e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1776   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.409e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1777   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.411e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1778   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.412e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1779   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.414e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1780   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.416e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1781   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.417e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1782   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.419e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1783   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.421e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1784   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.422e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1785   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.424e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1786   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.426e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1787   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.427e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1788   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.429e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1789   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.431e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1790   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.432e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1791   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.434e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1792   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.436e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1793   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.438e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1794   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.439e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
