number,name,classification,N,M,Nnl,Mnl,Nz,Fbest_raw,Fbest,feasible,in_uno_429_subset,mod_file_available,gms_file_available,dag_file_available,res_file_available,nl_file_available,nl_conversion_status,other_files,detail_page
2450,lch,OOR2-MY,600,1,600,1,1000,-4.3183000,-4.3183,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lch.htm
2451,lewispol,QOR2-AN,6,9,6,6,27,2.9276000,2.9276,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lewispol.htm
2452,liarwhd,SUR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liarwhd.htm
2453,linspanh,LNR2-MN,97,33,0,0,145,-77.0000000,-77.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/linspanh.htm
2454,liswet1,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet1.htm
2455,liswet10,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet10.htm
2456,liswet11,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet11.htm
2457,liswet12,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet12.htm
2458,liswet2,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet2.htm
2459,liswet3,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet3.htm
2460,liswet4,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet4.htm
2461,liswet5,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet5.htm
2462,liswet6,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet6.htm
2463,liswet7,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet7.htm
2464,liswet8,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet8.htm
2465,liswet9,QLR2-AN,10002,10000,10002,0,40002,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/liswet9.htm
2466,lminsurf,OXR2-MY,15625,496,15129,0,15129,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lminsurf.htm
2467,loadbal,OLR2-MN,31,31,31,0,122,0.4528000,0.4528,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/loadbal.htm
2468,loghairy,OUR2-AN,2,0,2,0,2,0.1823000,0.1823,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/loghairy.htm
2469,logros,OBR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/logros.htm
2470,lootsma,OQR2-AN,3,3,3,2,8,1.4142000,1.4142,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lootsma.htm
2471,lotschd,QLR2-AN,12,7,6,0,60,2398.4158000,2398.4158,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lotschd.htm
2472,lsnnodoc,ONR2-AY,5,4,5,0,15,123.1120000,123.112,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lsnnodoc.htm
2473,lsqfit,SLR2-AN,2,1,2,0,4,0.0338000,0.0338,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/lsqfit.htm
2474,madsen,LOR2-AN,3,6,2,6,15,0.6164000,0.6164,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/madsen.htm
2475,madsschj,LQR2-AN,81,158,80,158,12798,-797.2837000,-797.2837,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/madsschj.htm
2476,makela1,LQR2-AN,3,2,2,1,7,-1.4142000,-1.4142,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/makela1.htm
2477,makela2,LQR2-AN,3,3,2,3,10,7.2000000,7.2,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/makela2.htm
2478,makela3,LQR2-AN,21,20,20,20,41,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/makela3.htm
2479,makela4,LLR2-AN,21,40,0,0,81,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/makela4.htm
2480,mancino,SUR2-AN,10200,10100,100,0,100,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mancino.htm
2481,manne,OOR2-MN,1095,730,729,364,2552,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/manne.htm
2482,maratos,QQR2-AN,2,1,2,1,4,-1.0000000,-1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/maratos.htm
2483,maratosb,QUR2-AN,2,0,2,0,2,-1.0000000,-1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/maratosb.htm
2484,matrix2,QOR2-AY,6,2,6,2,12,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/matrix2.htm
2485,maxlika,OBR2-AY,713,713,8,0,8,1136.3600000,1136.36,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/maxlika.htm
2486,mccormck,OBR2-AY,50000,0,50000,0,50000,,,,False,True,False,False,False,True,skipped,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mccormck.htm
2487,mconcon,LOI2-MN,15,16,11,4,33,-6373.1100000,-6373.11,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mconcon.htm
2488,mdhole,OBR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mdhole.htm
2489,mexhat,OUR2-AN,2,0,2,0,2,-0.0401000,-0.0401,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mexhat.htm
2490,meyer3,SUR2-RN,3,0,3,0,3,87.9459000,87.9459,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/meyer3.htm
2491,mifflin1,LQR2-AN,3,2,2,1,6,-1.0000000,-1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mifflin1.htm
2492,mifflin2,LQR2-AN,3,2,2,2,7,-1.0000000,-1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mifflin2.htm
2493,minc44,LQR2-AN,311,262,302,247,2251,0.0026000,0.0026,True,False,True,True,True,True,True,skipped,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/minc44.htm
2494,minmaxbd,LOR2-AN,5,20,4,20,101,115.7064000,115.7064,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/minmaxbd.htm
2495,minmaxrb,LQR2-AN,3,4,1,2,11,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/minmaxrb.htm
2496,minperm,LQR2-AN,1113,1033,1112,1013,11434,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/minperm.htm
2497,minsurf,OXR2-MY,162,130,36,0,36,1.0000000,1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/minsurf.htm
2498,mistake,QQR2-AY,9,13,9,13,48,-1.0000000,-1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mistake.htm
2499,model,LLR2-AN,1831,339,0,0,100,,,,True,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/model.htm
2500,morebv,SUR2-MN,5002,2,5000,0,5000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/morebv.htm
2501,mosarqp1,QLR2-AN,2500,700,2500,0,5922,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mosarqp1.htm
2502,mosarqp2,QLR2-AN,900,600,900,0,3830,-1597.4822000,-1597.4822,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mosarqp2.htm
2503,msqrta,NQR2-AN,1024,1024,1024,1024,64512,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/msqrta.htm
2504,msqrtals,SUR2-AN,1024,0,1024,0,1024,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/msqrtals.htm
2505,msqrtb,NQR2-AN,1024,1024,1024,1024,64512,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/msqrtb.htm
2506,msqrtbls,SUR2-AN,1024,0,1024,0,1024,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/msqrtbls.htm
2507,mwright,OQR2-AN,5,3,5,3,13,1.2884000,1.2884,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/mwright.htm
2508,nasty,QUR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/nasty.htm
2509,ncvxbqp1,QBR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxbqp1.htm
2510,ncvxbqp2,QBR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxbqp2.htm
2511,ncvxbqp3,QBR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxbqp3.htm
2512,ncvxqp1,QLR2-AN,1000,500,1000,0,2498,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp1.htm
2513,ncvxqp2,QLR2-AN,1000,500,1000,0,2498,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp2.htm
2514,ncvxqp3,QLR2-AN,1000,500,1000,0,2498,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp3.htm
2515,ncvxqp4,QLR2-AN,1000,250,1000,0,1749,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp4.htm
2516,ncvxqp5,QLR2-AN,1000,250,1000,0,1749,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp5.htm
2517,ncvxqp6,QLR2-AN,1000,250,1000,0,1749,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp6.htm
2518,ncvxqp7,QLR2-AN,1000,750,1000,0,3247,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp7.htm
2519,ncvxqp8,QLR2-AN,1000,750,1000,0,3247,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp8.htm
2520,ncvxqp9,QLR2-AN,1000,750,1000,0,3247,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ncvxqp9.htm
2521,ngone,QQR2-AY,100,1273,97,1225,4946,-0.6420000,-0.642,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ngone.htm
2522,noncvxu2,OUR2-AN,1000,0,1000,0,1000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/noncvxu2.htm
2523,noncvxun,OUR2-AN,1000,0,1000,0,1000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/noncvxun.htm
2524,nondia,SUR2-AN,10000,0,9999,0,9999,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/nondia.htm
2525,nondquar,OUR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/nondquar.htm
2526,nonmsqrt,SUR2-AN,9,0,9,0,9,0.7518000,0.7518,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/nonmsqrt.htm
2527,nonscomp,SBR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/nonscomp.htm
2528,obstclal,QBR2-AY,96,0,64,0,64,1.3979000,1.3979,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/obstclal.htm
2529,obstclbl,QBR2-AY,96,0,64,0,64,2.8750000,2.875,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/obstclbl.htm
2530,obstclbu,QBR2-AY,96,0,64,0,64,2.8750000,2.875,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/obstclbu.htm
2531,odfits,OLR2-MN,10,6,10,0,25,-2380.0268000,-2380.0268,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/odfits.htm
2532,oet1,LLR2-AN,3,1002,0,0,3005,0.5382000,0.5382,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/oet1.htm
2533,oet2,LOR2-AN,3,1002,2,1002,3005,0.0872000,0.0872,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/oet2.htm
2534,oet3,LLR2-AN,4,1002,0,0,4005,0.0045000,0.0045,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/oet3.htm
2535,oet7,LOR2-AN,7,1002,6,1002,7009,0.0000000,0.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/oet7.htm
2536,optcdeg2,QQR2-AN,1202,800,798,399,3191,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optcdeg2.htm
2537,optcdeg3,QQR2-AN,1202,800,798,399,3191,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optcdeg3.htm
2538,optcntrl,QQR2-AN,32,21,18,10,80,550.0000000,550.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optcntrl.htm
2539,optctrl3,QQR2-AN,122,81,117,40,428,2048.0165000,2048.0165,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optctrl3.htm
2540,optctrl6,QQR2-AN,122,81,117,40,428,2048.0165000,2048.0165,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optctrl6.htm
2541,optmass,QQR2-AN,70,55,26,11,174,-0.1895000,-0.1895,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optmass.htm
2542,optprloc,QQR2-AN,30,30,5,25,198,-16.4198000,-16.4198,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/optprloc.htm
2543,orthrdm2,QOR2-AY,4003,2000,4003,2000,14000,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthrdm2.htm
2544,orthrds2,QOR2-AY,203,100,203,100,700,884.8858000,884.8858,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthrds2.htm
2545,orthrega,QQR2-AN,517,256,517,256,2304,1414.0560000,1414.056,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthrega.htm
2546,orthregb,QQR2-AN,27,6,27,6,90,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthregb.htm
2547,orthregc,QQR2-AN,10005,5000,10005,5000,45000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthregc.htm
2548,orthregd,QOR2-AY,10003,5000,10003,5000,35000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthregd.htm
2549,orthrege,QOR2-AY,36,20,34,20,150,0.4509000,0.4509,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthrege.htm
2550,orthrgdm,QOR2-AY,10003,5000,10003,5000,35000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthrgdm.htm
2551,orthrgds,QOR2-AY,10003,5000,10003,5000,35000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/orthrgds.htm
2552,osbornea,SUR2-MN,5,0,5,0,5,0.0001000,0.0001,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/osbornea.htm
2553,osborneb,SUR2-MN,11,0,11,0,11,0.0401000,0.0401,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/osborneb.htm
2554,oslbqp,QBR2-AN,8,8,8,0,8,6.2500000,6.25,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/oslbqp.htm
2555,palmer1,SBR2-RN,4,0,4,0,4,11754.6025000,11754.6025,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer1.htm
2556,palmer1a,SBR2-RN,6,0,6,0,6,0.0899000,0.0899,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer1a.htm
2557,palmer1b,SBR2-RN,4,0,4,0,4,3.4474000,3.4474,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer1b.htm
2558,palmer1c,QUR2-RN,8,0,8,0,8,0.0976000,0.0976,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer1c.htm
2559,palmer1d,QUR2-RN,7,0,7,0,7,0.6527000,0.6527,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer1d.htm
2560,palmer1e,SBR2-RN,8,0,8,0,8,0.0008000,0.0008,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer1e.htm
2561,palmer2,SBR2-RN,4,0,4,0,4,3651.0987000,3651.0987,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer2.htm
2562,palmer2a,SBR2-RN,6,0,6,0,6,0.0172000,0.0172,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer2a.htm
2563,palmer2b,SBR2-RN,4,0,4,0,4,0.6234000,0.6234,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer2b.htm
2564,palmer2c,QUR2-RN,8,0,8,0,8,0.0144000,0.0144,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer2c.htm
2565,palmer2e,SBR2-RN,8,0,8,0,8,0.0002000,0.0002,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer2e.htm
2566,palmer3,SBR2-RN,4,0,4,0,4,2265.9582000,2265.9582,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer3.htm
2567,palmer3a,SBR2-RN,6,0,6,0,6,0.0204000,0.0204,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer3a.htm
2568,palmer3b,SBR2-RN,4,0,4,0,4,4.2276000,4.2276,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer3b.htm
2569,palmer3c,QUR2-RN,8,0,8,0,8,0.0195000,0.0195,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer3c.htm
2570,palmer3e,SBR2-RN,8,0,8,0,8,0.0001000,0.0001,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer3e.htm
2571,palmer4,SBR2-RN,4,0,4,0,4,2285.3832000,2285.3832,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer4.htm
2572,palmer4a,SBR2-RN,6,0,6,0,6,0.0406000,0.0406,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer4a.htm
2573,palmer4b,SBR2-RN,4,0,4,0,4,6.8351000,6.8351,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer4b.htm
2574,palmer4c,QUR2-RN,8,0,8,0,8,0.0503000,0.0503,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer4c.htm
2575,palmer4e,SBR2-RN,8,0,8,0,8,0.0001000,0.0001,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer4e.htm
2576,palmer5a,SBR2-RN,8,0,8,0,8,0.0941000,0.0941,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer5a.htm
2577,palmer5b,SBR2-RN,9,0,9,0,9,0.0098000,0.0098,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer5b.htm
2578,palmer5c,SUR2-RN,6,0,6,0,6,2.1281000,2.1281,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer5c.htm
2579,palmer5d,SBR2-RN,4,0,4,0,4,87.3394000,87.3394,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer5d.htm
2580,palmer5e,SBR2-RN,8,0,8,0,8,0.0279000,0.0279,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer5e.htm
2581,palmer6a,SBR2-RN,6,0,6,0,6,0.0559000,0.0559,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer6a.htm
2582,palmer6c,SUR2-RN,8,0,8,0,8,0.0164000,0.0164,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer6c.htm
2583,palmer6e,SBR2-RN,8,0,8,0,8,0.0002000,0.0002,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer6e.htm
2584,palmer7a,SBR2-RN,6,0,6,0,6,10.4737000,10.4737,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer7a.htm
2585,palmer7c,SUR2-RN,8,0,8,0,8,0.6020000,0.602,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer7c.htm
2586,palmer7e,SBR2-RN,8,0,8,0,8,7.0029000,7.0029,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer7e.htm
2587,palmer8a,SBR2-RN,6,0,6,0,6,0.0740000,0.074,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer8a.htm
2588,palmer8c,SUR2-RN,8,0,8,0,8,0.1598000,0.1598,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer8c.htm
2589,palmer8e,SBR2-RN,8,0,8,0,8,0.0063000,0.0063,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/palmer8e.htm
2590,penalty1,SUR2-AN,1000,0,1000,0,1000,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/penalty1.htm
2591,penalty2,SUR2-AN,100,0,100,0,100,97096.0800000,97096.08,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/penalty2.htm
2592,pentagon,OLR2-AY,6,15,6,0,30,0.0001000,0.0001,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pentagon.htm
2593,pentdi,QBR2-AN,1000,0,1000,0,1000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pentdi.htm
2594,pfit1,NOR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit1.htm
2595,pfit1ls,SUR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit1ls.htm
2596,pfit2,NOR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit2.htm
2597,pfit2ls,SUR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit2ls.htm
2598,pfit3,NOR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit3.htm
